customer_id,customer_name,email,city,registration_date,segment,rfm_segment,recency_days,frequency,monetary,rfm_score,lifetime_value,avg_order_value,last_purchase_date
CUST10475,Сергеев Иван,customer475@example.com,Екатеринбург,2023-03-30,Loyal Customers,R4F3M5,42,9,7315.11,435,15819.48,812.79,2025-12-11 13:25:23.613598
CUST10476,Иванов Алексей,customer476@example.com,Санкт-Петербург,2023-02-21,Loyal Customers,R3F5M5,63,17,8685.17,355,17080.99,510.89,2025-11-20 13:25:23.613598
CUST10477,Николаев Иван,customer477@example.com,Новосибирск,2023-06-03,Loyal Customers,R4F3M5,52,5,7827.11,435,14003.84,1565.42,2025-12-01 13:25:23.613598
CUST10478,Иванов Дмитрий,customer478@example.com,Екатеринбург,2022-07-25,Loyal Customers,R5F3M1,8,8,427.4,531,816.75,53.43,2026-01-14 13:25:23.613598
CUST10479,Петров Иван,customer479@example.com,Екатеринбург,2023-04-21,Loyal Customers,R3F4M5,65,13,6390.56,345,13156.24,491.58,2025-11-18 13:25:23.613598
CUST10480,Алексеев Дмитрий,customer480@example.com,Нижний Новгород,2023-09-01,Loyal Customers,R4F3M5,58,6,9609.15,435,16770.57,1601.53,2025-11-25 13:25:23.613598
CUST10481,Васильев Иван,customer481@example.com,Новосибирск,2022-09-22,Potential Loyalists,R3F2M4,89,3,2922.19,324,8125.82,974.06,2025-10-25 13:25:23.613598
CUST10482,Смирнов Сергей,customer482@example.com,Омск,2022-08-08,Loyal Customers,R5F3M5,29,8,6809.18,535,10418.58,851.15,2025-12-24 13:25:23.613598
CUST10483,Михайлов Алексей,customer483@example.com,Ростов-на-Дону,2023-11-30,Champions,R5F5M5,2,16,9124.0,555,24646.64,570.25,2026-01-20 13:25:23.613598
CUST10484,Смирнов Дмитрий,customer484@example.com,Челябинск,2022-08-18,Champions,R4F5M5,33,20,8070.35,455,22945.81,403.52,2025-12-20 13:25:23.613598
CUST10485,Смирнов Сергей,customer485@example.com,Ростов-на-Дону,2022-12-24,Loyal Customers,R4F3M4,59,9,2260.27,434,3737.28,251.14,2025-11-24 13:25:23.613598
CUST10486,Сергеев Дмитрий,customer486@example.com,Казань,2023-06-08,Loyal Customers,R3F4M5,85,12,5658.43,345,14296.69,471.54,2025-10-29 13:25:23.613598
CUST10487,Михайлов Дмитрий,customer487@example.com,Казань,2023-05-09,Champions,R5F4M5,9,11,9884.77,545,18699.23,898.62,2026-01-13 13:25:23.613598
CUST10488,Николаев Алексей,customer488@example.com,Москва,2023-12-30,Loyal Customers,R3F4M3,84,10,1964.76,343,5320.87,196.48,2025-10-30 13:25:23.613598
CUST10489,Андреев Иван,customer489@example.com,Самара,2023-09-07,Champions,R4F4M5,52,11,6839.48,445,20492.48,621.77,2025-12-01 13:25:23.613598
CUST10490,Иванов Алексей,customer490@example.com,Нижний Новгород,2022-09-23,Champions,R4F4M4,54,13,3943.92,444,10214.07,303.38,2025-11-29 13:25:23.613598
CUST10491,Алексеев Дмитрий,customer491@example.com,Омск,2022-08-16,Loyal Customers,R3F5M5,88,18,6419.3,355,12519.52,356.63,2025-10-26 13:25:23.613598
CUST10492,Петров Сергей,customer492@example.com,Новосибирск,2022-06-24,Loyal Customers,R3F5M3,85,18,1893.24,353,4943.98,105.18,2025-10-29 13:25:23.613598
CUST10493,Кузнецов Дмитрий,customer493@example.com,Екатеринбург,2023-07-27,Champions,R5F4M5,24,11,6578.9,545,17212.48,598.08,2025-12-29 13:25:23.613598
CUST10494,Сергеев Дмитрий,customer494@example.com,Самара,2022-11-11,Champions,R4F4M4,54,11,3779.66,444,10495.43,343.61,2025-11-29 13:25:23.613598
CUST10495,Сергеев Иван,customer495@example.com,Самара,2023-04-27,Champions,R5F5M5,7,19,5845.1,555,16565.83,307.64,2026-01-15 13:25:23.613598
CUST10496,Васильев Иван,customer496@example.com,Новосибирск,2023-05-28,Champions,R5F4M5,16,13,5345.4,545,9119.51,411.18,2026-01-06 13:25:23.613598
CUST10497,Алексеев Алексей,customer497@example.com,Нижний Новгород,2022-07-25,Champions,R4F4M5,44,14,9873.2,445,27581.67,705.23,2025-12-09 13:25:23.613598
CUST10498,Сидоров Дмитрий,customer498@example.com,Москва,2022-07-04,Champions,R5F5M4,11,16,3393.03,554,5113.54,212.06,2026-01-11 13:25:23.613598
CUST10499,Сидоров Сергей,customer499@example.com,Санкт-Петербург,2022-10-08,Loyal Customers,R5F3M5,27,6,5805.16,535,9834.58,967.53,2025-12-26 13:25:23.613598
